INCIDENT_KEY,OCCUR_DATE,OCCUR_TIME,Hour,BORO,STATISTICAL_MURDER_FLAG,Latitude,Longitude,Incidents1,NonMurders1,Murders1,Incidents2,Victims2,Mass2,Victims3,Mass3,MonYr,MonYrAxis,MonthNum,YearNum,firstAppear,Num_Vic,Odd_Even_Vic
23354118,7/9/2006,4:30:00,4 AM,QUEENS,FALSE,40.7034422,-73.74049979,1,1,0,1,1,1,0,0,7/1/2006,38899,7,6,1,4,FALSE
23501817,7/22/2006,1:00:00,1 AM,QUEENS,TRUE,40.68633488,-73.8347551,1,0,1,1,1,1,1,0,7/1/2006,38899,7,6,1,4,FALSE
23512406,7/22/2006,21:45:00,9 PM,BROOKLYN,TRUE,40.68430753,-73.92163273,1,0,1,1,1,1,1,0,7/1/2006,38899,7,6,1,4,FALSE
23525523,7/24/2006,3:24:00,3 AM,BRONX,FALSE,40.81701011,-73.8942326,1,1,0,1,1,1,0,0,7/1/2006,38899,7,6,1,4,FALSE
23549335,7/24/2006,21:43:00,9 PM,BRONX,FALSE,40.87378747,-73.88583232,1,1,0,1,1,1,1,1,7/1/2006,38899,7,6,1,4,FALSE
23613987,7/30/2006,1:10:00,1 AM,BROOKLYN,TRUE,40.68506328,-73.96068932,1,0,1,1,1,1,1,0,7/1/2006,38899,7,6,1,4,FALSE
23650227,7/30/2006,3:40:00,3 AM,BRONX,FALSE,40.83100515,-73.9281098,1,1,0,1,1,1,0,0,7/1/2006,38899,7,6,1,6,FALSE
23678693,8/1/2006,21:59:00,9 PM,BRONX,TRUE,40.84356641,-73.87984321,1,0,1,1,1,1,1,0,8/1/2006,38930,8,6,1,4,FALSE
23749375,8/7/2006,22:06:00,10 PM,BROOKLYN,FALSE,40.69716883,-73.94374542,1,1,0,1,1,1,0,1,8/1/2006,38930,8,6,1,12,FALSE
23822595,8/11/2006,20:30:00,8 PM,BRONX,FALSE,40.84790138,-73.89603997,1,1,0,1,1,1,0,0,8/1/2006,38930,8,6,1,4,FALSE
23846685,8/13/2006,4:15:00,4 AM,BRONX,FALSE,40.84872446,-73.90764806,1,1,0,1,1,1,0,0,8/1/2006,38930,8,6,1,4,FALSE
23945312,8/19/2006,18:43:00,6 PM,BRONX,FALSE,40.82266006,-73.9115209,1,1,0,1,1,1,0,0,8/1/2006,38930,8,6,1,4,FALSE
23957542,8/20/2006,5:16:00,5 AM,BROOKLYN,TRUE,40.67579297,-73.90268057,1,0,1,1,1,1,1,1,8/1/2006,38930,8,6,1,8,FALSE
24050482,8/27/2006,5:35:00,5 AM,BRONX,TRUE,40.86905819,-73.87963173,1,0,1,1,1,1,1,0,8/1/2006,38930,8,6,1,4,FALSE
24129967,9/2/2006,15:45:00,3 PM,BRONX,FALSE,40.84934744,-73.91686928,1,1,0,1,1,1,1,1,9/1/2006,38961,9,6,1,4,FALSE
24157445,9/4/2006,1:30:00,1 AM,BROOKLYN,TRUE,40.6742456,-73.94869873,1,0,1,1,1,1,1,1,9/1/2006,38961,9,6,1,8,FALSE
24157454,9/4/2006,11:05:00,11 AM,BRONX,FALSE,40.89044322,-73.84807902,1,1,0,1,1,1,0,0,9/1/2006,38961,9,6,1,6,FALSE
24360989,9/17/2006,23:35:00,11 PM,BROOKLYN,FALSE,40.67650732,-73.94292036,1,1,0,1,1,1,0,0,9/1/2006,38961,9,6,1,4,FALSE
24449551,9/22/2006,21:18:00,9 PM,BRONX,FALSE,40.88367967,-73.83345068,1,1,0,1,1,1,1,1,9/1/2006,38961,9,6,1,4,FALSE
24643627,10/4/2006,21:30:00,9 PM,BRONX,FALSE,40.84413922,-73.90038794,1,1,0,1,1,1,0,0,10/1/2006,38991,10,6,1,4,FALSE
24717013,10/9/2006,19:41:00,7 PM,STATEN ISLAND,FALSE,40.63898538,-74.17125343,1,1,0,1,1,1,0,1,10/1/2006,38991,10,6,1,12,FALSE
24888640,10/19/2006,18:34:00,6 PM,BRONX,FALSE,40.83828946,-73.92431383,1,1,0,1,1,1,0,0,10/1/2006,38991,10,6,1,4,FALSE
25095840,10/31/2006,21:48:00,9 PM,BRONX,FALSE,40.85837373,-73.8994005,1,1,0,1,1,1,1,1,10/1/2006,38991,10,6,1,8,FALSE
25257130,11/11/2006,19:28:00,7 PM,BRONX,TRUE,40.8770418,-73.84636964,1,0,1,1,1,1,1,0,11/1/2006,39022,11,6,1,4,FALSE
25313899,11/15/2006,15:56:00,3 PM,BROOKLYN,TRUE,40.6456472,-73.90287566,1,0,1,1,1,1,1,0,11/1/2006,39022,11,6,1,4,FALSE
25313903,11/15/2006,19:17:00,7 PM,MANHATTAN,FALSE,40.79898645,-73.94461742,1,1,0,1,1,1,0,0,11/1/2006,39022,11,6,1,6,FALSE
