INCIDENT_KEY,OCCUR_DATE,OCCUR_TIME,Hour,BORO,STATISTICAL_MURDER_FLAG,Latitude,Longitude,Incidents1,NonMurders1,Murders1,Incidents2,Victims2,Mass2,Victims3,Mass3,MonYr,MonthNum,YearNum,MonYrAxis,firstAppear,Num_Vic,Odd_Even_Vic
10333325,2/4/2006,3:30:00,3 AM,BRONX,FALSE,40.8110197,-73.85587676,1,1,0,1,1,1,1,1,2/1/2006,2,6,38749,1,4,FALSE
11118201,4/20/2006,22:49:00,10 PM,BRONX,FALSE,40.87016769,-73.89097777,1,1,0,1,1,1,1,1,4/1/2006,4,6,38808,1,6,FALSE
11118204,4/21/2006,18:20:00,6 PM,BROOKLYN,TRUE,40.6725737,-73.91017798,1,0,1,1,1,1,1,1,4/1/2006,4,6,38808,1,4,FALSE
11118244,4/30/2006,19:00:00,7 PM,STATEN ISLAND,FALSE,40.62141693,-74.08007761,1,1,0,1,1,1,1,1,4/1/2006,4,6,38808,1,4,FALSE
12835953,5/5/2006,21:00:00,9 PM,BROOKLYN,FALSE,40.64830792,-73.89553721,1,1,0,1,1,1,1,1,5/1/2006,5,6,38838,1,4,FALSE
23354084,7/1/2006,4:30:00,4 AM,BRONX,TRUE,40.8161219,-73.8977578,1,0,1,1,1,1,1,1,7/1/2006,7,6,38899,1,4,FALSE
23549335,7/24/2006,21:43:00,9 PM,BRONX,FALSE,40.87378747,-73.88583232,1,1,0,1,1,1,1,1,7/1/2006,7,6,38899,1,4,FALSE
23749375,8/7/2006,22:06:00,10 PM,BROOKLYN,FALSE,40.69716883,-73.94374542,1,1,0,1,1,1,0,1,8/1/2006,8,6,38930,1,6,FALSE
23957542,8/20/2006,5:16:00,5 AM,BROOKLYN,TRUE,40.67579297,-73.90268057,1,0,1,1,1,1,1,1,8/1/2006,8,6,38930,1,4,FALSE
24129967,9/2/2006,15:45:00,3 PM,BRONX,FALSE,40.84934744,-73.91686928,1,1,0,1,1,1,1,1,9/1/2006,9,6,38961,1,4,FALSE
24157445,9/4/2006,1:30:00,1 AM,BROOKLYN,TRUE,40.6742456,-73.94869873,1,0,1,1,1,1,1,1,9/1/2006,9,6,38961,1,4,FALSE
24449551,9/22/2006,21:18:00,9 PM,BRONX,FALSE,40.88367967,-73.83345068,1,1,0,1,1,1,1,1,9/1/2006,9,6,38961,1,4,FALSE
24717013,10/9/2006,19:41:00,7 PM,STATEN ISLAND,FALSE,40.63898538,-74.17125343,1,1,0,1,1,1,0,1,10/1/2006,10,6,38991,1,6,FALSE
25095840,10/31/2006,21:48:00,9 PM,BRONX,FALSE,40.85837373,-73.8994005,1,1,0,1,1,1,1,1,10/1/2006,10,6,38991,1,8,FALSE
25452379,11/23/2006,22:47:00,10 PM,MANHATTAN,TRUE,40.8399082,-73.93608359,1,0,1,1,1,1,1,1,11/1/2006,11,6,39022,1,4,FALSE
25490114,11/25/2006,4:37:00,4 AM,BROOKLYN,FALSE,40.69773151,-73.93657511,1,1,0,1,1,1,1,1,11/1/2006,11,6,39022,1,4,FALSE
25607887,12/4/2006,19:30:00,7 PM,MANHATTAN,FALSE,40.79853293,-73.96525489,1,1,0,1,1,1,1,1,12/1/2006,12,6,39052,1,4,FALSE
25625020,12/5/2006,17:29:00,5 PM,BRONX,FALSE,40.84316356,-73.90680305,1,1,0,1,1,1,1,1,12/1/2006,12,6,39052,1,6,FALSE
25865878,12/19/2006,10:05:00,10 AM,QUEENS,TRUE,40.59677006,-73.75962324,1,0,1,1,1,1,1,1,12/1/2006,12,6,39052,1,4,FALSE
25911850,12/23/2006,20:30:00,8 PM,QUEENS,FALSE,40.74919198,-73.89859971,1,1,0,1,1,1,1,1,12/1/2006,12,6,39052,1,6,FALSE
25965071,12/26/2006,17:48:00,5 PM,BRONX,TRUE,40.82869542,-73.89863416,1,0,1,1,1,1,1,1,12/1/2006,12,6,39052,1,4,FALSE
26035865,1/1/2007,3:20:00,3 AM,BRONX,FALSE,40.82529288,-73.91753887,1,1,0,1,1,1,1,1,1/1/2007,1,7,39083,1,4,FALSE
27606752,3/23/2007,19:53:00,7 PM,BRONX,FALSE,40.83226709,-73.90009268,1,1,0,1,1,1,1,1,3/1/2007,3,7,39142,1,8,FALSE
28176154,3/29/2007,18:36:00,6 PM,BRONX,FALSE,40.8118521,-73.90225652,1,1,0,1,1,1,1,1,3/1/2007,3,7,39142,1,9,TRUE
28848165,5/4/2007,20:26:00,8 PM,BRONX,FALSE,40.86905819,-73.87963173,1,1,0,1,1,1,1,1,5/1/2007,5,7,39203,1,4,FALSE
29320285,5/30/2007,16:23:00,4 PM,BRONX,FALSE,40.82252487,-73.91674742,1,1,0,1,1,1,1,1,5/1/2007,5,7,39203,1,4,FALSE
32155729,6/9/2007,23:16:00,11 PM,MANHATTAN,FALSE,40.81573205,-73.94542041,1,1,0,1,1,1,1,1,6/1/2007,6,7,39234,1,4,FALSE
32212097,6/12/2007,23:40:00,11 PM,BROOKLYN,FALSE,40.63948385,-73.94544859,1,1,0,1,1,1,1,1,6/1/2007,6,7,39234,1,4,FALSE
32768847,6/27/2007,23:06:00,11 PM,BROOKLYN,FALSE,40.67734415,-73.9074638,1,1,0,1,1,1,1,1,6/1/2007,6,7,39234,1,4,FALSE
33008215,7/9/2007,2:28:00,2 AM,BROOKLYN,TRUE,40.66218327,-73.95370282,1,0,1,1,1,1,1,1,7/1/2007,7,7,39264,1,4,FALSE
33227811,7/21/2007,22:28:00,10 PM,MANHATTAN,FALSE,40.72339313,-73.97625702,1,1,0,1,1,1,1,1,7/1/2007,7,7,39264,1,4,FALSE
33353737,7/25/2007,21:50:00,9 PM,BROOKLYN,FALSE,40.69796352,-73.91808336,1,1,0,1,1,1,1,1,7/1/2007,7,7,39264,1,4,FALSE
33478089,7/30/2007,22:20:00,10 PM,BROOKLYN,FALSE,40.64193954,-73.95840838,1,1,0,1,1,1,0,1,7/1/2007,7,7,39264,1,6,FALSE
33635440,8/7/2007,21:30:00,9 PM,BROOKLYN,FALSE,40.67569846,-73.88781491,1,1,0,1,1,1,1,1,8/1/2007,8,7,39295,1,4,FALSE
33706902,8/11/2007,0:09:00,12 AM,BRONX,FALSE,40.82651002,-73.89946516,1,1,0,1,1,1,1,1,8/1/2007,8,7,39295,1,12,FALSE
34114132,9/1/2007,1:29:00,1 AM,QUEENS,FALSE,40.67381357,-73.7952167,1,1,0,1,1,1,1,1,9/1/2007,9,7,39326,1,4,FALSE
34377233,9/13/2007,13:49:00,1 PM,BROOKLYN,FALSE,40.66885376,-73.86749528,1,1,0,1,1,1,1,1,9/1/2007,9,7,39326,1,4,FALSE
34687232,9/29/2007,3:34:00,3 AM,BRONX,FALSE,40.84356641,-73.87984321,1,1,0,1,1,1,1,1,9/1/2007,9,7,39326,1,6,FALSE
34880353,10/7/2007,1:36:00,1 AM,BRONX,FALSE,40.83391207,-73.90037547,1,1,0,1,1,1,1,1,10/1/2007,10,7,39356,1,4,FALSE
35002051,10/12/2007,3:56:00,3 AM,QUEENS,FALSE,40.72258258,-73.85197172,1,1,0,1,1,1,0,1,10/1/2007,10,7,39356,1,4,FALSE
35176233,10/20/2007,2:56:00,2 AM,BROOKLYN,FALSE,40.69093872,-73.92915667,1,1,0,1,1,1,1,1,10/1/2007,10,7,39356,1,4,FALSE
35768600,11/17/2007,1:08:00,1 AM,BROOKLYN,FALSE,40.67141261,-73.88151014,1,1,0,1,1,1,1,1,11/1/2007,11,7,39387,1,4,FALSE
35803777,11/18/2007,1:00:00,1 AM,BROOKLYN,TRUE,40.67141261,-73.88151014,1,0,1,1,1,1,1,1,11/1/2007,11,7,39387,1,6,FALSE
39560235,3/3/2008,9:07:00,9 AM,BRONX,FALSE,40.85793419,-73.90142761,1,1,0,1,1,1,1,1,3/1/2008,3,8,39508,1,4,FALSE
44390703,3/9/2008,14:30:00,2 PM,QUEENS,FALSE,40.60977721,-73.75061519,1,1,0,1,1,1,1,1,3/1/2008,3,8,39508,1,4,FALSE
45652262,4/13/2008,16:00:00,4 PM,BRONX,FALSE,40.8231013,-73.86969046,1,1,0,1,1,1,0,1,4/1/2008,4,8,39539,1,4,FALSE
45970311,4/26/2008,3:13:00,3 AM,QUEENS,FALSE,40.68441902,-73.78257212,1,1,0,1,1,1,1,1,4/1/2008,4,8,39539,1,6,FALSE
46538078,5/18/2008,2:02:00,2 AM,QUEENS,FALSE,40.60318938,-73.75008296,1,1,0,1,1,1,1,1,5/1/2008,5,8,39569,1,9,TRUE
46538077,5/18/2008,7:00:00,7 AM,QUEENS,FALSE,40.75838482,-73.83361056,1,1,0,1,1,1,1,1,5/1/2008,5,8,39569,1,4,FALSE
46676419,5/24/2008,11:40:00,11 AM,QUEENS,FALSE,40.74749554,-73.88532288,1,1,0,1,1,1,1,1,5/1/2008,5,8,39569,1,5,TRUE
46803515,5/28/2008,15:54:00,3 PM,STATEN ISLAND,TRUE,40.63750285,-74.08423617,1,0,1,1,1,1,1,1,5/1/2008,5,8,39569,1,4,FALSE
47768913,6/25/2008,19:27:00,7 PM,BRONX,FALSE,40.85396027,-73.90012087,1,1,0,1,1,1,1,1,6/1/2008,6,8,39600,1,6,FALSE
47851717,6/28/2008,2:40:00,2 AM,BRONX,FALSE,40.84118337,-73.87989224,1,1,0,1,1,1,1,1,6/1/2008,6,8,39600,1,4,FALSE
48066962,7/8/2008,23:25:00,11 PM,MANHATTAN,FALSE,40.81573205,-73.94542041,1,1,0,1,1,1,1,1,7/1/2008,7,8,39630,1,4,FALSE
48285497,7/13/2008,1:47:00,1 AM,BROOKLYN,FALSE,40.65199958,-73.96323173,1,1,0,1,1,1,1,1,7/1/2008,7,8,39630,1,6,FALSE
49514586,7/29/2008,23:09:00,11 PM,MANHATTAN,FALSE,40.86111571,-73.92608709,1,1,0,1,1,1,1,1,7/1/2008,7,8,39630,1,8,FALSE
49834896,8/4/2008,3:54:00,3 AM,BRONX,FALSE,40.81624332,-73.89335953,1,1,0,1,1,1,0,1,8/1/2008,8,8,39661,1,4,FALSE
50499446,8/23/2008,23:39:00,11 PM,MANHATTAN,FALSE,40.71619591,-73.99749075,1,1,0,1,1,1,1,1,8/1/2008,8,8,39661,1,4,FALSE
51559646,9/21/2008,22:18:00,10 PM,MANHATTAN,TRUE,40.78998179,-73.97056327,1,0,1,1,1,1,1,1,9/1/2008,9,8,39692,1,5,TRUE
51745756,9/27/2008,0:35:00,12 AM,BROOKLYN,FALSE,40.70614478,-73.95149942,1,1,0,1,1,1,1,1,9/1/2008,9,8,39692,1,4,FALSE
51724139,9/28/2008,5:56:00,5 AM,MANHATTAN,TRUE,40.80128285,-73.95585564,1,0,1,1,1,1,1,1,9/1/2008,9,8,39692,1,4,FALSE
51787772,9/30/2008,0:50:00,12 AM,STATEN ISLAND,TRUE,40.58787611,-74.15673335,1,0,1,1,1,1,1,1,9/1/2008,9,8,39692,1,4,FALSE
51893518,10/4/2008,3:21:00,3 AM,QUEENS,FALSE,40.69262051,-73.81663394,1,1,0,1,1,1,1,1,10/1/2008,10,8,39722,1,4,FALSE
52380393,10/20/2008,21:19:00,9 PM,QUEENS,FALSE,40.70576101,-73.91419673,1,1,0,1,1,1,1,1,10/1/2008,10,8,39722,1,8,FALSE
52550582,10/27/2008,13:34:00,1 PM,BROOKLYN,TRUE,40.6861055,-73.97390879,1,0,1,1,1,1,1,1,10/1/2008,10,8,39722,1,4,FALSE
52550583,10/27/2008,22:50:00,10 PM,BROOKLYN,TRUE,40.65163001,-73.95111695,1,0,1,1,1,1,1,1,10/1/2008,10,8,39722,1,4,FALSE
54346522,11/22/2008,23:28:00,11 PM,BRONX,FALSE,40.82299102,-73.89687084,1,1,0,1,1,1,1,1,11/1/2008,11,8,39753,1,4,FALSE
54968482,12/17/2008,17:51:00,5 PM,BRONX,FALSE,40.82848004,-73.88058003,1,1,0,1,1,1,1,1,12/1/2008,12,8,39783,1,4,FALSE
55823067,1/17/2009,1:44:00,1 AM,QUEENS,FALSE,40.70031829,-73.80995949,1,1,0,1,1,1,1,1,1/1/2009,1,9,39814,1,4,FALSE
55780317,1/18/2009,0:04:00,12 AM,BRONX,FALSE,40.87023883,-73.83698049,1,1,0,1,1,1,1,1,1/1/2009,1,9,39814,1,6,FALSE
56662014,2/9/2009,23:22:00,11 PM,STATEN ISLAND,FALSE,40.63292595,-74.15514245,1,1,0,1,1,1,1,1,2/1/2009,2,9,39845,1,5,TRUE
58995645,2/22/2009,1:28:00,1 AM,BRONX,FALSE,40.88393619,-73.86261117,1,1,0,1,1,1,1,1,2/1/2009,2,9,39845,1,4,FALSE
60217265,4/2/2009,10:25:00,10 AM,BRONX,FALSE,40.8841438,-73.85415436,1,1,0,1,1,1,1,1,4/1/2009,4,9,39904,1,4,FALSE
62199687,5/28/2009,15:30:00,3 PM,QUEENS,FALSE,40.7730314,-73.93375114,1,1,0,1,1,1,1,1,5/1/2009,5,9,39934,1,4,FALSE
62267915,5/30/2009,20:50:00,8 PM,BROOKLYN,FALSE,40.68390987,-73.96093789,1,1,0,1,1,1,1,1,5/1/2009,5,9,39934,1,4,FALSE
62275551,5/31/2009,3:15:00,3 AM,BROOKLYN,FALSE,40.64927281,-73.92816461,1,1,0,1,1,1,1,1,5/1/2009,5,9,39934,1,4,FALSE
62727446,6/13/2009,19:40:00,7 PM,MANHATTAN,FALSE,40.85672808,-73.93091002,1,1,0,1,1,1,1,1,6/1/2009,6,9,39965,1,4,FALSE
62968509,6/21/2009,4:41:00,4 AM,BROOKLYN,FALSE,40.63921663,-73.91935601,1,1,0,1,1,1,1,1,6/1/2009,6,9,39965,1,4,FALSE
64086396,7/25/2009,23:50:00,11 PM,STATEN ISLAND,FALSE,40.6412546,-74.08782617,1,1,0,1,1,1,1,1,7/1/2009,7,9,39995,1,6,FALSE
64556899,8/9/2009,22:40:00,10 PM,BROOKLYN,FALSE,40.67460123,-73.93057347,1,1,0,1,1,1,1,1,8/1/2009,8,9,40026,1,4,FALSE
64773334,8/16/2009,0:12:00,12 AM,BROOKLYN,FALSE,40.69575789,-73.94928262,1,1,0,1,1,1,1,1,8/1/2009,8,9,40026,1,4,FALSE
65270101,8/31/2009,0:50:00,12 AM,BROOKLYN,FALSE,40.63900495,-73.95785735,1,1,0,1,1,1,1,1,8/1/2009,8,9,40026,1,4,FALSE
65636446,9/10/2009,17:47:00,5 PM,BROOKLYN,FALSE,40.68141197,-73.9272577,1,1,0,1,1,1,0,1,9/1/2009,9,9,40057,1,4,FALSE
66027258,9/22/2009,15:22:00,3 PM,BRONX,FALSE,40.81351149,-73.91767991,1,1,0,1,1,1,0,1,9/1/2009,9,9,40057,1,6,FALSE
66170350,9/26/2009,1:10:00,1 AM,BROOKLYN,FALSE,40.59801417,-74.00336562,1,1,0,1,1,1,1,1,9/1/2009,9,9,40057,1,4,FALSE
66383287,10/2/2009,15:18:00,3 PM,QUEENS,TRUE,40.69630221,-73.74411897,1,0,1,1,1,1,1,1,10/1/2009,10,9,40087,1,4,FALSE
66957864,10/19/2009,21:12:00,9 PM,BROOKLYN,FALSE,40.66930674,-73.89571092,1,1,0,1,1,1,0,1,10/1/2009,10,9,40087,1,4,FALSE
67895117,11/16/2009,15:45:00,3 PM,BRONX,FALSE,40.82789757,-73.89820515,1,1,0,1,1,1,1,1,11/1/2009,11,9,40118,1,4,FALSE
71311712,2/14/2010,1:19:00,1 AM,QUEENS,FALSE,40.71540113,-73.77071735,1,1,0,1,1,1,1,1,2/1/2010,2,10,40210,1,6,FALSE
71432863,2/21/2010,4:38:00,4 AM,BRONX,TRUE,40.81158945,-73.91894124,1,0,1,1,1,1,1,1,2/1/2010,2,10,40210,1,4,FALSE
71908646,3/25/2010,0:01:00,12 AM,QUEENS,TRUE,40.75566794,-73.94804565,1,0,1,1,1,1,1,1,3/1/2010,3,10,40238,1,4,FALSE
72035712,4/2/2010,21:35:00,9 PM,BROOKLYN,FALSE,40.65969524,-73.90673228,1,1,0,1,1,1,1,1,4/1/2010,4,10,40269,1,4,FALSE
72058235,4/3/2010,4:00:00,4 AM,STATEN ISLAND,FALSE,40.62314067,-74.08284714,1,1,0,1,1,1,1,1,4/1/2010,4,10,40269,1,4,FALSE
72083623,4/5/2010,2:00:00,2 AM,MANHATTAN,FALSE,40.7535327,-73.99453689,1,1,0,1,1,1,1,1,4/1/2010,4,10,40269,1,4,FALSE
72195829,4/12/2010,23:59:00,11 PM,BROOKLYN,TRUE,40.6803462,-73.93003637,1,0,1,1,1,1,1,1,4/1/2010,4,10,40269,1,6,FALSE
72616285,5/9/2010,1:58:00,1 AM,BRONX,FALSE,40.84598359,-73.90746099,1,1,0,1,1,1,0,1,5/1/2010,5,10,40299,1,6,FALSE
72845467,5/23/2010,3:07:00,3 AM,BRONX,TRUE,40.85517354,-73.90434664,1,0,1,1,1,1,1,1,5/1/2010,5,10,40299,1,4,FALSE
73017572,6/2/2010,21:20:00,9 PM,BRONX,FALSE,40.8498778,-73.85821412,1,1,0,1,1,1,1,1,6/1/2010,6,10,40330,1,6,FALSE
73204779,6/13/2010,18:30:00,6 PM,BROOKLYN,TRUE,40.66213356,-73.90105328,1,0,1,1,1,1,1,1,6/1/2010,6,10,40330,1,4,FALSE
74455296,9/3/2010,18:28:00,6 PM,BRONX,FALSE,40.85393879,-73.89243765,1,1,0,1,1,1,1,1,9/1/2010,9,10,40422,1,4,FALSE
75202880,10/23/2010,2:50:00,2 AM,QUEENS,FALSE,40.65761254,-73.74877935,1,1,0,1,1,1,1,1,10/1/2010,10,10,40452,1,6,FALSE
75330409,10/29/2010,0:13:00,12 AM,BRONX,FALSE,40.84678224,-73.89245961,1,1,0,1,1,1,1,1,10/1/2010,10,10,40452,1,4,FALSE
75647143,11/19/2010,21:27:00,9 PM,QUEENS,FALSE,40.68950033,-73.78974503,1,1,0,1,1,1,0,1,11/1/2010,11,10,40483,1,4,FALSE
77050529,1/29/2011,5:15:00,5 AM,BRONX,FALSE,40.82884782,-73.91665934,1,1,0,1,1,1,1,1,1/1/2011,1,11,40544,1,4,FALSE
77376416,2/20/2011,18:57:00,6 PM,BROOKLYN,FALSE,40.6839442,-73.87118829,1,1,0,1,1,1,1,1,2/1/2011,2,11,40575,1,6,FALSE
78253354,4/14/2011,21:30:00,9 PM,BRONX,FALSE,40.81548934,-73.90031476,1,1,0,1,1,1,1,1,4/1/2011,4,11,40634,1,4,FALSE
78676056,5/11/2011,21:31:00,9 PM,BRONX,FALSE,40.827795,-73.89900251,1,1,0,1,1,1,1,1,5/1/2011,5,11,40664,1,4,FALSE
78989592,5/27/2011,22:30:00,10 PM,BRONX,FALSE,40.82785919,-73.87417936,1,1,0,1,1,1,1,1,5/1/2011,5,11,40664,1,6,FALSE
79222699,6/9/2011,17:22:00,5 PM,BROOKLYN,FALSE,40.57508547,-73.9610346,1,1,0,1,1,1,0,1,6/1/2011,6,11,40695,1,4,FALSE
79230548,6/9/2011,20:59:00,8 PM,BRONX,FALSE,40.82981986,-73.86684071,1,1,0,1,1,1,1,1,6/1/2011,6,11,40695,1,4,FALSE
79378503,6/18/2011,3:10:00,3 AM,BROOKLYN,TRUE,40.67042684,-73.8925547,1,0,1,1,1,1,1,1,6/1/2011,6,11,40695,1,6,FALSE
79379294,6/19/2011,0:15:00,12 AM,BROOKLYN,FALSE,40.65861181,-73.95186377,1,1,0,1,1,1,1,1,6/1/2011,6,11,40695,1,6,FALSE
79719093,7/8/2011,17:56:00,5 PM,BROOKLYN,FALSE,40.66914467,-73.91546924,1,1,0,1,1,1,1,1,7/1/2011,7,11,40725,1,4,FALSE
80484245,8/27/2011,0:40:00,12 AM,QUEENS,FALSE,40.68424312,-73.79767795,1,1,0,1,1,1,1,1,8/1/2011,8,11,40756,1,5,TRUE
80510374,8/29/2011,19:45:00,7 PM,BRONX,FALSE,40.84504499,-73.88041747,1,1,0,1,1,1,1,1,8/1/2011,8,11,40756,1,4,FALSE
